topic_source,score
tfidf_corpus,0.011517298511657241
lda,0.012366803001531425
nmf,0.012367353462796899
dt,0.01754890017351635
count,0.05747174934739325
tfidf_texts,0.05747174934739325
pytextrank,0.07265122679416858
yake,0.10189588532008408
count_dt,0.14616562781021605
tfidf_dt,0.14616562781021605
