topic_source,score
tfidf_corpus,0.7910714285714285
lda,0.8474999999999999
nmf,0.8474999999999999
count,0.9272978959025472
tfidf_texts,0.9272978959025472
yake,0.9963414634146341
pytextrank,0.9975151544831773
count_dt,1.0
dt,1.0
tfidf_dt,1.0
