topic_source,score
yake,0.8942661024551085
tfidf_corpus,0.9091608365305047
pytextrank,0.912390245668117
count,0.9143628083763626
tfidf_texts,0.9143628083763626
lda,0.9208530805687204
nmf,0.9208530805687204
count_dt,1.0
dt,1.0
tfidf_dt,1.0
