topic_source,score
tfidf_corpus,0.47367040686006207
nmf,0.6068965517241379
lda,0.6097701149425288
count,0.7887414097184212
tfidf_texts,0.7887414097184212
yake,0.9592937092937093
pytextrank,0.9817705593197024
count_dt,1.0
dt,1.0
tfidf_dt,1.0
