topic_source,score
tfidf_corpus,0.001360311081393381
nmf,0.0015813198900731379
lda,0.0021973895082803563
dt,0.007217669730007897
count,0.01052794718074267
tfidf_texts,0.01052794718074267
pytextrank,0.0247255267694635
yake,0.031731639210237535
count_dt,0.03380821148554484
tfidf_dt,0.03380821148554484
