topic_source,score
dt,-0.0008590517614787149
tfidf_corpus,-0.0008004621582994329
lda,-0.00011822253620147518
nmf,-7.615868399918092e-05
count,0.06081394597792478
tfidf_texts,0.06081394597792478
pytextrank,0.09098134831118902
yake,0.10153703496266679
count_dt,0.11323476831118266
tfidf_dt,0.11323476831118266
