topic_source,score
tfidf_corpus,0.7448693097310609
nmf,0.7864823348694316
lda,0.790937019969278
count,0.8135983918339833
tfidf_texts,0.8135983918339833
yake,0.862657977630756
pytextrank,0.8742028044977325
count_dt,1.0
dt,1.0
tfidf_dt,1.0
