topic_source,score
count_dt,-0.003924508889516194
tfidf_dt,-0.003924508889516194
yake,0.022267656876823538
pytextrank,0.02347154286666947
dt,0.028146774231917582
nmf,0.03379049899154555
count,0.03428579551555418
tfidf_texts,0.03428579551555418
tfidf_corpus,0.03471030308591657
lda,0.038547314219443095
