topic_source,score
tfidf_corpus,0.9744085232829308
lda,0.9824644549763034
nmf,0.9824644549763034
yake,0.9916823674502416
count,0.9981760374832664
tfidf_texts,0.9981760374832664
pytextrank,0.998974151628921
count_dt,1.0
dt,1.0
tfidf_dt,1.0
