topic_source,score
dt,-0.005352026999130272
lda,-0.000721611828698368
tfidf_corpus,-0.00036862106085469305
nmf,-0.0002105419211789833
pytextrank,0.010366149616199973
yake,0.010659390051520877
count,0.012931636614308645
tfidf_texts,0.012931636614308645
count_dt,0.3602259950712323
tfidf_dt,0.3602259950712323
