topic_source,score
tfidf_corpus,0.8257052641845268
nmf,0.8705069124423964
lda,0.8723502304147465
count,0.9359193188566293
tfidf_texts,0.9359193188566293
yake,0.9832834139025697
pytextrank,0.9921433880490347
count_dt,1.0
dt,1.0
tfidf_dt,1.0
