topic_source,score
tfidf_corpus,0.01753064449956064
lda,0.018513776381141243
nmf,0.01853942260683032
dt,0.027329671379047783
count,0.060139068186734014
tfidf_texts,0.060139068186734014
pytextrank,0.07084865964530551
yake,0.11031014937674004
count_dt,0.15942071661476262
tfidf_dt,0.15942071661476262
