topic_source,score
tfidf_corpus,0.6704464285714286
nmf,0.745
lda,0.7575000000000001
count,0.8418050941306756
tfidf_texts,0.8418050941306756
pytextrank,0.851059065923406
yake,0.8713887073437648
count_dt,1.0
dt,1.0
tfidf_dt,1.0
